rf,logreg,xgb,svm
0.9380357142857142,0.8418877551020408,0.9287244897959184,0.9178571428571428
0.8904336734693878,0.8029591836734694,0.8616836734693877,0.893954081632653
0.9402295918367347,0.8450510204081633,0.9175510204081633,0.9299999999999999
0.9426275510204083,0.816173469387755,0.9180102040816327,0.9197959183673469
0.9258163265306123,0.8320408163265306,0.9161734693877551,0.9095918367346939
