precision,recall,f1-score,support,roc_auc,training_time_sec
0.8402777777777778,0.8120805369127517,0.825938566552901,149.0,,
0.7941176470588235,0.8244274809160306,0.8089887640449438,131.0,,
0.8178571428571428,0.8178571428571428,0.8178571428571428,0.8178571428571428,,
0.8171977124183006,0.8182540089143912,0.8174636652989224,280.0,,
0.8186814309056956,0.8178571428571428,0.8180084803795353,280.0,,
,,,,0.8941544136482401,
,,,,,0.7837846279144287
