precision,recall,f1-score,support,roc_auc,training_time_sec
0.8125,0.785234899328859,0.7986348122866894,149.0,,
0.7647058823529411,0.7938931297709924,0.7790262172284644,131.0,,
0.7892857142857143,0.7892857142857143,0.7892857142857143,0.7892857142857143,,
0.7886029411764706,0.7895640145499256,0.7888305147575769,280.0,,
0.790139180672269,0.7892857142857143,0.7894607910273056,280.0,,
,,,,0.9080383216353297,
,,,,,0.15040063858032227
