rf,logreg,xgb,svm
0.9303756036391381,0.7324451162523815,0.8683527340314199,0.411730330762169
0.9302194690471358,0.7339173699745052,0.8704522508636632,0.4889796317055388
0.9304191537189135,0.7372004323501715,0.8687688181795159,0.38590346197489583
0.9260965747195342,0.7269418011587991,0.8662307734024373,0.4470070110940436
0.9313204508045343,0.7385174257758795,0.8730850581818023,0.41298169094389514
