fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.007633587786259542,0.9840318951188964
0.006711409395973154,0.007633587786259542,0.9804339701160691
0.006711409395973154,0.022900763358778626,0.9689758634355422
0.013422818791946308,0.022900763358778626,0.9666497009939053
0.013422818791946308,0.06870229007633588,0.9514343396670027
0.020134228187919462,0.06870229007633588,0.9508385411061456
0.020134228187919462,0.08396946564885496,0.9456624379818025
0.026845637583892617,0.08396946564885496,0.9454342960546686
0.026845637583892617,0.13740458015267176,0.9286434377365936
0.03355704697986577,0.13740458015267176,0.9261063538246694
0.03355704697986577,0.183206106870229,0.9151727720955327
0.040268456375838924,0.183206106870229,0.915069116026361
0.040268456375838924,0.21374045801526717,0.9109065936161743
0.04697986577181208,0.21374045801526717,0.9090773936049585
0.04697986577181208,0.24427480916030533,0.9028250620788284
0.053691275167785234,0.24427480916030533,0.898736309409594
0.053691275167785234,0.2900763358778626,0.8831966526377587
0.06040268456375839,0.2900763358778626,0.8817935194985584
0.06040268456375839,0.3053435114503817,0.8732540767331686
0.06711409395973154,0.3053435114503817,0.8687022603517983
0.06711409395973154,0.3435114503816794,0.8624198925109711
0.09395973154362416,0.3435114503816794,0.8569592172018285
0.09395973154362416,0.3816793893129771,0.8477563390959543
0.10738255033557047,0.3816793893129771,0.8368487821484926
0.10738255033557047,0.4351145038167939,0.8174388629825716
0.11409395973154363,0.4351145038167939,0.8166502330673366
0.11409395973154363,0.48854961832061067,0.7995820151069118
0.14093959731543623,0.48854961832061067,0.7902531074229433
0.14093959731543623,0.5038167938931297,0.7760384082844556
0.1476510067114094,0.5038167938931297,0.7750170192068302
0.1476510067114094,0.5267175572519084,0.7667374274469058
0.15436241610738255,0.5267175572519084,0.7614803120605373
0.15436241610738255,0.5419847328244275,0.7388863446653127
0.16778523489932887,0.5419847328244275,0.7343585105687659
0.16778523489932887,0.5801526717557252,0.716344192442288
0.174496644295302,0.5801526717557252,0.7146515661717754
0.174496644295302,0.6030534351145038,0.6873622228990413
0.18120805369127516,0.6030534351145038,0.6863389687667372
0.18120805369127516,0.6259541984732825,0.6775746276684693
0.19463087248322147,0.6259541984732825,0.6766444004129596
0.19463087248322147,0.6412213740458015,0.6664407306224809
0.20134228187919462,0.6412213740458015,0.6611507540507492
0.20134228187919462,0.6717557251908397,0.6210785707640362
0.2214765100671141,0.6717557251908397,0.6162093879836492
0.2214765100671141,0.7480916030534351,0.5697313220513979
0.2348993288590604,0.7480916030534351,0.5572347964102553
0.2348993288590604,0.7557251908396947,0.5506698644573197
0.2751677852348993,0.7557251908396947,0.5214912060850259
0.2751677852348993,0.7709923664122137,0.5171549070085072
0.28859060402684567,0.7709923664122137,0.5075540583387842
0.28859060402684567,0.7862595419847328,0.5037147076311026
0.2953020134228188,0.7862595419847328,0.5018507973616523
0.2953020134228188,0.816793893129771,0.471313868130796
0.30201342281879195,0.816793893129771,0.470582357841339
0.30201342281879195,0.8473282442748091,0.4383510500284936
0.3221476510067114,0.8473282442748091,0.41779567471081097
0.3221476510067114,0.8549618320610687,0.40137715701774346
0.3288590604026846,0.8549618320610687,0.3986439269161213
0.3288590604026846,0.8625954198473282,0.39807638545987656
0.348993288590604,0.8625954198473282,0.38334656411484425
0.348993288590604,0.8702290076335878,0.37754175966606485
0.3624161073825503,0.8702290076335878,0.36315007699372637
0.3624161073825503,0.8778625954198473,0.35510750547671505
0.37583892617449666,0.8778625954198473,0.33865977468051633
0.37583892617449666,0.8854961832061069,0.33830083947138184
0.3959731543624161,0.8854961832061069,0.3353762163346835
0.3959731543624161,0.8931297709923665,0.32913388982615
0.40268456375838924,0.8931297709923665,0.3260896570923123
0.40268456375838924,0.9083969465648855,0.31273715903795013
0.44966442953020136,0.9083969465648855,0.2813098808679987
0.44966442953020136,0.9236641221374046,0.2732650635151868
0.4697986577181208,0.9236641221374046,0.2498534646292788
0.4697986577181208,0.9389312977099237,0.24359453193008168
0.5771812080536913,0.9389312977099237,0.17717071142017585
0.5771812080536913,0.9465648854961832,0.17297749314460073
0.5838926174496645,0.9465648854961832,0.17238586613570406
0.5838926174496645,0.9541984732824428,0.1696268187825507
0.6040268456375839,0.9541984732824428,0.16233705310950977
0.6040268456375839,0.9770992366412213,0.1563580157630131
0.7516778523489933,0.9770992366412213,0.07694185835696148
0.7516778523489933,0.9847328244274809,0.0767633827832374
0.825503355704698,0.9847328244274809,0.05692364313873359
0.825503355704698,1.0,0.053041786357933454
1.0,1.0,0.0028463626930518298
