fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.00021358393848782572,0.99247724
0.0,0.01986330627936779,0.9768481
0.0,0.020290474156343444,0.976839
0.0,0.026270824434002565,0.9744999
0.0,0.026697992310978216,0.9744281
0.0,0.02947458351131995,0.97321224
0.0,0.0299017513882956,0.9731568
0.0,0.030115335326783427,0.97312737
0.0,0.030542503203759078,0.9730761
0.0,0.03225117471166168,0.97249234
0.0,0.03267834258863733,0.972475
0.0,0.03417343015805212,0.97191226
0.0,0.03460059803502777,0.9718431
0.0,0.04207603588210167,0.96864027
0.0,0.04250320375907732,0.9685385
0.0,0.04527979495941905,0.96779454
0.0,0.0457069628363947,0.9676096
0.0,0.057026911576249464,0.96337575
0.0,0.057454079453225115,0.96336615
0.0,0.07710380179410509,0.9554246
0.0,0.07753096967108074,0.9552056
0.0,0.08030756087142248,0.9542332
0.0,0.08073472874839813,0.9542056
0.0,0.08351131994873985,0.95344627
0.0,0.0839384878257155,0.95329726
0.0,0.09077317385732593,0.95066917
0.0,0.09120034173430158,0.95052326
0.0,0.11490815890645023,0.9430023
0.0,0.11533532678342588,0.94290775
0.0,0.11683041435284067,0.942467
0.0,0.11747116616830415,0.9421516
0.0,0.1279367791542076,0.93844324
0.0,0.12836394703118326,0.9383836
0.0,0.131140538231525,0.9373421
0.0,0.13156770610850063,0.93733484
0.0,0.1328492097394276,0.9367994
0.0002144082332761578,0.1328492097394276,0.93679565
0.0002144082332761578,0.13605296881674497,0.9360091
0.0002144082332761578,0.13648013669372064,0.93597996
0.0002144082332761578,0.14416915847928236,0.93302983
0.0002144082332761578,0.14459632635625802,0.9330289
0.0002144082332761578,0.14972234087996583,0.9311259
0.0002144082332761578,0.15014950875694147,0.93109673
0.0002144082332761578,0.15890645023494232,0.92808753
0.0002144082332761578,0.15933361811191799,0.92807233
0.0002144082332761578,0.16146945749679625,0.92744416
0.0002144082332761578,0.1618966253737719,0.9273653
0.0002144082332761578,0.17257582229816318,0.92271847
0.0004288164665523156,0.17257582229816318,0.9227117
0.0004288164665523156,0.18795386586928664,0.91807073
0.0004288164665523156,0.18838103374626228,0.9179486
0.0004288164665523156,0.19372063220845792,0.91616607
0.0004288164665523156,0.1941478000854336,0.91615915
0.0004288164665523156,0.19970098248611703,0.91339046
0.0004288164665523156,0.20076890217855617,0.91328245
0.0004288164665523156,0.2018368218709953,0.91303366
0.0004288164665523156,0.20226398974797094,0.913009
0.0006432246998284735,0.20226398974797094,0.91298705
0.0006432246998284735,0.20397266125587357,0.9122029
0.001072041166380789,0.20397266125587357,0.911988
0.001072041166380789,0.21443827424177703,0.90758944
0.001072041166380789,0.21486544211875266,0.9075249
0.001072041166380789,0.21892353695002137,0.9057094
0.001286449399656947,0.21892353695002137,0.90558267
0.001286449399656947,0.22404955147372918,0.9039871
0.001286449399656947,0.22490388722768048,0.9039385
0.001286449399656947,0.22554463904314395,0.9034449
0.0015008576329331046,0.22554463904314395,0.9032211
0.0015008576329331046,0.2274668944895344,0.90252054
0.0017152658662092624,0.2274668944895344,0.9022823
0.0017152658662092624,0.23109782144382743,0.9009225
0.0017152658662092624,0.23152498932080307,0.9008124
0.0017152658662092624,0.2366510038445109,0.8990257
0.0019296740994854203,0.2366510038445109,0.89891344
0.0019296740994854203,0.2400683468603161,0.8975305
0.002144082332761578,0.2400683468603161,0.89752483
0.002144082332761578,0.24070909867577958,0.89713633
0.002144082332761578,0.24113626655275525,0.89706826
0.002144082332761578,0.24434002563007262,0.8954892
0.0023584905660377358,0.24434002563007262,0.89535666
0.0023584905660377358,0.24797095258436566,0.89378
0.0023584905660377358,0.2483981204613413,0.8936998
0.0023584905660377358,0.25032037590773176,0.89299506
0.002572898799313894,0.25032037590773176,0.8928392
0.002572898799313894,0.25202904741563437,0.89224905
0.002572898799313894,0.25245621529261,0.892224
0.002572898799313894,0.2535241349850491,0.8916745
0.0027873070325900515,0.2535241349850491,0.8915126
0.0027873070325900515,0.2539513028620248,0.89145535
0.0027873070325900515,0.2550192225544639,0.8911471
0.003001715265866209,0.2550192225544639,0.89107823
0.003001715265866209,0.2582229816317813,0.88957727
0.003216123499142367,0.2582229816317813,0.8895289
0.003216123499142367,0.2624946604015378,0.8877509
0.003430531732418525,0.2624946604015378,0.88768667
0.003430531732418525,0.26847501067919693,0.88501674
0.003644939965694683,0.26847501067919693,0.88494575
0.003644939965694683,0.2727466894489534,0.8832347
0.0038593481989708405,0.2727466894489534,0.8830242
0.0038593481989708405,0.2740281930798804,0.8826716
0.004073756432246998,0.2740281930798804,0.882633
0.004073756432246998,0.274455360956856,0.88247
0.004288164665523156,0.274455360956856,0.88235277
0.004288164665523156,0.2763776164032465,0.8816741
