precision,recall,f1-score,support,roc_auc,training_time_sec
0.8333333333333334,0.8389261744966443,0.8361204013377926,149.0,,
0.8153846153846154,0.8091603053435115,0.8122605363984674,131.0,,
0.825,0.825,0.825,0.825,,
0.8243589743589743,0.8240432399200779,0.8241904688681301,280.0,,
0.8249358974358975,0.825,0.8249573930983226,280.0,,
,,,,0.9151083559608586,
,,,,,0.2972702980041504
